Bathrooms,Bedrooms,Beds,LocationName,NumGuests,NumReviews,Price,Rating,latitude,longitude,zipcode,pop2016,pop2010,pop2000,cost_living_index (US avg. = 100),land_area (sq.mi.),water_area (sq.mi.),pop_density (people per mile),number of males,number of females,prop taxes paid 2016,median taxes (with mortgage,median taxes (no mortgage),median house value,median houshold income,median monthly owner costs (with mortgage),median monthly owner costs (no mortgage),median gross rent,median asking price for vacant for-sale home/condo,unemployment (%),Number of Homes,Count of Abnb,Density of Abnb (%),Average Abnb Price (by zipcode),Average NumReviews (by zipcode),Average Rating (by zipcode),Average Number of Bathrooms (by zipcode),Average Number of Bedrooms (by zipcode),Average Number of Beds (by zipcode),Average Number of Guests (by zipcode)
1.0,1.0,2.0,Washington,4.0,32.0,48.0,Y,38.91649,-77.00771,20001,45643.0,38551.0,33550,123.8,2.2,0.1,20929,22223,23419,0.5,3473.0,2753.0,649740.0,96366.0,2637.0,638.0,1741.0,979244.0,4.9,18257.2,382,2.09232522,123.0738786,68.04273504,4.828488372,1.206806283,1.374301676,2.282722513,2.282722513
1.0,1.0,1.0,San Francisco,2.0,44.0,195.0,Y,37.78763,-122.43946,94115,35178.0,33021.0,33115,160.7,1.1,0.0,31529,16929,18248,0.7,9174.0,6070.0,1194039.0,101118.0,3868.0,1111.0,1837.0,5024047.0,4.6,14071.2,251,1.78378532,222.4705882,68.61711712,4.879146919,1.266129032,1.587234043,2.004016064,2.004016064
1.0,2.0,2.0,San Diego,4.0,19.0,125.0,Y,32.79394,-117.25213,92109,49124.0,45787.0,46071,140.7,7.6,4.3,6463,25677,23447,0.5,5213.0,2847.0,821665.0,74047.0,2760.0,593.0,1532.0,984403.0,4.0,19649.6,656,3.3384903510000004,145.5595054,50.12617702,4.80990099,1.296183206,1.653130288,2.295731707,2.295731707
1.0,1.0,1.0,San Diego,2.0,80.0,85.0,Y,32.79775,-117.23506,92109,49124.0,45787.0,46071,140.7,7.6,4.3,6463,25677,23447,0.5,5213.0,2847.0,821665.0,74047.0,2760.0,593.0,1532.0,984403.0,4.0,19649.6,656,3.3384903510000004,145.5595054,50.12617702,4.80990099,1.296183206,1.653130288,2.295731707,2.295731707
,,,,,,,N,37.84485,-122.22074,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
2.0,3.0,5.0,San Francisco,8.0,20.0,375.0,Y,37.74033,-122.41102,94110,74565.0,69333.0,74633,155.3,2.3,0.0,32066,40024,34542,0.6,7115.0,3076.0,983378.0,101610.0,3197.0,534.0,1585.0,1501646.0,5.0,29826.0,461,1.545631328,162.1862528,75.53395785,4.891509434,1.23059867,1.4613583140000002,1.791574279,1.791574279
2.0,3.0,4.0,San Francisco,8.0,152.0,500.0,Y,37.77711,-122.44295,94117,43944.0,39169.0,38738,156.4,1.7,0.0,26041,23111,20833,0.6,8333.0,4956.0,1205027.0,127338.0,3789.0,906.0,1952.0,1173153.0,4.2,17577.6,458,2.605588931,181.9954442,78.35,4.883838384,1.427927928,1.4302884619999998,1.653932584,1.653932584
1.0,1.0,1.0,Washington,2.0,16.0,35.0,Y,38.94702,-77.09349,20016,35696.0,32519.0,31374,125.0,4.4,0.2,8040,16199,19496,0.6,6127.0,4248.0,940758.0,133243.0,3291.0,969.0,2005.0,3958678.0,3.3,14278.4,183,1.281656208,151.3965517,28.93220339,4.869369369,1.398907104,1.686746988,2.054644809,2.054644809
1.0,1.0,1.0,Seattle,2.0,30.0,60.0,N,47.62982,-122.32588,98102,24374.0,20756.0,19424,117.0,1.3,0.3,18802,13011,11363,0.8,4279.0,4550.0,521657.0,80565.0,2278.0,861.0,1393.0,613354.0,2.7,9749.6,217,2.2257323380000003,131.5,59.58510638,4.860655738,1.4074074069999998,1.544973545,1.792626728,1.792626728
1.0,1.0,1.0,New Orleans,2.0,79.0,121.0,Y,29.95356,-90.07171,70112,2788.0,3655.0,6259,102.9,0.9,0.0,3197,1568,1219,0.6,2694.0,1724.0,351730.0,50536.0,1594.0,605.0,1343.0,327278.0,9.7,1115.2,562,50.39454806,91.77598566,42.84807692,4.769980507,1.227758007,1.337837838,1.989323843,1.989323843
1.0,,1.0,New York,3.0,125.0,78.0,N,40.74617,-73.98659,10010,33325.0,31834.0,26408,157.4,0.4,0.0,85303,16849,16476,1.0,10587.0,6082.0,775604.0,114711.0,3102.0,694.0,2524.0,836221.0,4.0,13330.0,68,0.510127532,151.19117649999998,38.0952381,4.762295082,1.102941176,1.230769231,1.75,1.75
1.0,1.0,1.0,Miami,2.0,15.0,95.0,N,25.63803,-80.37444,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,1.0,2.0,Queens,2.0,7.0,50.0,N,40.75851,-73.92555,11106,39974.0,38875.0,43130,156.0,0.9,0.0,46641,19671,20302,0.9,3921.0,4877.0,502788.0,58783.0,2296.0,737.0,1511.0,319223.0,6.6,15989.6,59,0.368989843,87.60344828,66.84210526,4.714285714,1.101694915,1.379310345,1.694915254,1.694915254
2.0,2.0,2.0,Seattle,5.0,48.0,203.0,Y,47.63731,-122.32803,98102,24374.0,20756.0,19424,117.0,1.3,0.3,18802,13011,11363,0.8,4279.0,4550.0,521657.0,80565.0,2278.0,861.0,1393.0,613354.0,2.7,9749.6,217,2.2257323380000003,131.5,59.58510638,4.860655738,1.4074074069999998,1.544973545,1.792626728,1.792626728
2.0,1.0,2.0,Washington,2.0,42.0,59.0,N,38.92632,-77.02861999999999,20010,32886.0,30138.0,28772,124.5,1.1,0.0,30373,16570,16316,0.5,3306.0,2766.0,603568.0,72249.0,2365.0,667.0,1358.0,776158.0,4.4,13154.4,294,2.234993614,107.122449,48.944,4.849785408,1.197278912,1.314606742,1.806122449,1.806122449
1.0,1.0,3.0,New Orleans,4.0,53.0,75.0,N,29.96888,-90.05937,70116,11761.0,11507.0,16688,102.7,1.3,0.1,9105,6321,5440,0.8,2543.0,2041.0,276478.0,32017.0,1874.0,554.0,919.0,203035.0,10.7,4704.4,703,14.94345719,94.17191977,83.96723869,4.823667712,1.211126961,1.524242424,2.06685633,2.06685633
1.0,1.0,1.0,New Orleans,2.0,8.0,85.0,Y,29.96517,-90.03851999999999,70117,24945.0,23389.0,51252,99.8,5.5,0.8,4552,11913,13031,0.5,1307.0,607.0,177141.0,28440.0,1281.0,405.0,910.0,176336.0,7.9,9978.0,386,3.868510724,106.5807292,73.79096045,4.829971182,1.329015544,1.798941799,2.393782383,2.393782383
1.0,1.0,1.0,San Francisco,2.0,49.0,100.0,Y,37.73226,-122.4387,94131,28756.0,26881.0,27897,157.2,2.1,0.0,13828,15744,13013,0.6,7754.0,3344.0,1130219.0,115691.0,3496.0,546.0,1975.0,1406358.0,3.4,11502.4,365,3.1732508,210.890411,72.40350877,4.920353982,1.257617729,1.629518072,1.917808219,1.917808219
1.0,1.0,3.0,San Diego,5.0,73.0,81.0,N,32.7831,-117.25258999999998,92109,49124.0,45787.0,46071,140.7,7.6,4.3,6463,25677,23447,0.5,5213.0,2847.0,821665.0,74047.0,2760.0,593.0,1532.0,984403.0,4.0,19649.6,656,3.3384903510000004,145.5595054,50.12617702,4.80990099,1.296183206,1.653130288,2.295731707,2.295731707
1.0,1.0,2.0,Queens,3.0,26.0,105.0,Y,40.74217,-73.9056,11377,92186.0,89830.0,88339,156.8,2.5,0.0,36255,46605,45581,0.8,4099.0,4243.0,491134.0,53819.0,2073.0,729.0,1460.0,355286.0,4.5,36874.4,41,0.11118825,86.51282051,40.0,4.75,1.025,1.315789474,1.926829268,1.926829268
2.0,2.0,3.0,Key Biscayne,4.0,49.0,375.0,Y,25.68678,-80.15857,33109,645.0,594.0,467,102.8,0.3,0.8,2073,272,372,,10587.0,10810.0,,242145.0,3189.0,1513.0,,,,258.0,83,32.17054264,292.8,14.21428571,4.811111111000001,1.686746988,2.115384615,3.21686747,3.21686747
1.0,1.0,1.0,San Diego,2.0,427.0,49.0,N,32.72831,-117.16564,92101,37385.0,37095.0,27494,136.9,4.7,0.2,7926,21906,15481,0.9,4808.0,5069.0,538860.0,59582.0,2718.0,1002.0,1461.0,609160.0,4.8,14954.0,708,4.734519192,124.1310541,52.78267974,4.779187817,1.223011364,1.434782609,2.131355932,2.131355932
2.0,3.0,5.0,San Diego,8.0,21.0,235.0,Y,33.00052,-117.06336,92128,50232.0,47490.0,42728,133.3,11.2,0.0,4494,23553,26678,0.7,4670.0,3624.0,605899.0,100010.0,2382.0,683.0,1899.0,440862.0,4.6,20092.8,47,0.233914636,128.6956522,16.79310345,4.944444444,1.446808511,1.608695652,1.957446809,1.957446809
1.0,1.0,3.0,New Orleans,2.0,57.0,69.0,N,29.953470000000003,-90.0749,70112,2788.0,3655.0,6259,102.9,0.9,0.0,3197,1568,1219,0.6,2694.0,1724.0,351730.0,50536.0,1594.0,605.0,1343.0,327278.0,9.7,1115.2,562,50.39454806,91.77598566,42.84807692,4.769980507,1.227758007,1.337837838,1.989323843,1.989323843
1.0,1.0,2.0,New York,4.0,112.0,147.0,N,40.73745,-74.00725,10014,31915.0,31959.0,32667,161.7,0.6,0.0,56042,16336,15578,0.7,8731.0,7957.0,1153194.0,123964.0,3210.0,1248.0,2416.0,3958139.0,4.3,12766.0,78,0.610997963,199.2816901,55.65151515,4.75,1.051282051,1.25,1.692307692,1.692307692
1.0,,2.0,Miami,4.0,210.0,55.0,N,25.74084,-80.24231,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,1.0,2.0,Staten Island,2.0,37.0,40.0,N,40.62879,-74.16062,10303,24914.0,26337.0,23530,148.8,3.1,0.0,7941,11763,13150,0.8,2732.0,2939.0,348733.0,57488.0,2159.0,609.0,1005.0,479458.0,4.5,9965.6,9,0.090310669,86.88888889,22.33333333,4.75,1.111111111,1.333333333,2.0,2.0
1.0,2.0,3.0,San Diego,4.0,15.0,55.0,Y,32.797470000000004,-117.19125,92111,49073.0,45096.0,46821,134.3,8.5,0.0,5807,24989,24084,0.6,3265.0,1760.0,481700.0,62629.0,2192.0,490.0,1404.0,734270.0,6.0,19629.2,184,0.937379007,84.87570621,33.79411765,4.874015748,1.184782609,1.398843931,1.635869565,1.635869565
1.0,1.0,1.0,Brooklyn,2.0,107.0,100.0,Y,40.73425,-73.95506,11222,36207.0,36934.0,39360,161.0,1.5,0.1,23754,17302,18903,0.5,3423.0,4026.0,791808.0,76436.0,2752.0,757.0,1841.0,4684674.0,4.1,14482.8,133,0.91833071,124.9140625,37.7107438,4.858974358999999,1.067669173,1.245454545,1.466165414,1.466165414
1.0,1.0,1.0,Oakland,1.0,216.0,50.0,Y,37.84425,-122.27222,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
2.0,4.0,5.0,South San Francisco,10.0,7.0,135.0,Y,37.63615,-122.44907,94112,85205.0,79407.0,73104,154.3,3.4,0.0,25329,42842,42363,0.6,5161.0,2870.0,733316.0,80598.0,2636.0,471.0,1647.0,833728.0,6.5,34082.0,478,1.402499853,120.5779221,55.12594458,4.797979798,1.219088937,1.515625,1.896995708,1.896995708
,,,,,,,Y,37.85857,-122.26338,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,2.0,2.0,Seattle,4.0,10.0,125.0,Y,47.6944,-122.33657,98103,50072.0,45911.0,41971,117.7,4.6,0.7,10802,24922,25149,0.8,4700.0,5256.0,613335.0,87557.0,2290.0,704.0,1387.0,586517.0,2.5,20028.8,249,1.243209778,112.0367347,46.40669856,4.868159204,1.204819277,1.545851528,1.863453815,1.863453815
1.0,2.0,2.0,Seattle,6.0,32.0,99.0,Y,47.6584,-122.32891,98103,50072.0,45911.0,41971,117.7,4.6,0.7,10802,24922,25149,0.8,4700.0,5256.0,613335.0,87557.0,2290.0,704.0,1387.0,586517.0,2.5,20028.8,249,1.243209778,112.0367347,46.40669856,4.868159204,1.204819277,1.545851528,1.863453815,1.863453815
1.0,2.0,3.0,San Diego,6.0,34.0,149.0,Y,32.74321,-117.17929,92103,34358.0,31066.0,30186,137.1,3.8,0.0,9123,17440,16918,0.7,4955.0,3037.0,707677.0,75195.0,2675.0,654.0,1358.0,592272.0,3.8,13743.2,503,3.659991851,155.15230459999998,49.58097686,4.882271468,1.357852883,1.665943601,2.1510934390000003,2.1510934390000003
1.0,1.0,1.0,Washington,2.0,5.0,35.0,N,38.92577,-77.02573000000001,20010,32886.0,30138.0,28772,124.5,1.1,0.0,30373,16570,16316,0.5,3306.0,2766.0,603568.0,72249.0,2365.0,667.0,1358.0,776158.0,4.4,13154.4,294,2.234993614,107.122449,48.944,4.849785408,1.197278912,1.314606742,1.806122449,1.806122449
2.0,3.0,4.0,San Diego,8.0,60.0,150.0,Y,32.747,-117.1666,92103,34358.0,31066.0,30186,137.1,3.8,0.0,9123,17440,16918,0.7,4955.0,3037.0,707677.0,75195.0,2675.0,654.0,1358.0,592272.0,3.8,13743.2,503,3.659991851,155.15230459999998,49.58097686,4.882271468,1.357852883,1.665943601,2.1510934390000003,2.1510934390000003
1.0,1.0,1.0,Homestead,2.0,100.0,58.0,Y,25.45411,-80.44429000000001,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,1.0,3.0,New Orleans,2.0,99.0,105.0,Y,29.91776,-90.08891,70115,34248.0,31695.0,40287,102.1,3.9,0.6,8832,17038,17209,0.9,3992.0,3332.0,423985.0,57779.0,2268.0,695.0,1105.0,433344.0,4.6,13699.2,435,3.175367905,144.1786543,43.69554455,4.893483709,1.35862069,1.904645477,2.524137931,2.524137931
1.0,2.0,2.0,Brooklyn,3.0,39.0,140.0,Y,40.66175,-73.98731,11215,70968.0,63488.0,63001,161.1,2.2,0.0,32581,34310,36657,0.4,3763.0,4409.0,1110796.0,112666.0,3087.0,873.0,2067.0,1399549.0,3.7,28387.2,175,0.616475031,128.3103448,51.33783784,4.854609929,1.040229885,1.4223602480000002,1.914285714,1.914285714
1.0,,1.0,Miami,2.0,5.0,79.0,Y,25.80143,-80.19803,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
2.0,4.0,4.0,San Diego,8.0,11.0,637.0,Y,32.86685,-117.23794,92122,47992.0,43728.0,34891,138.5,15.9,0.0,3013,24639,23353,0.6,4567.0,3242.0,697910.0,76816.0,2389.0,574.0,1878.0,695311.0,4.0,19196.8,284,1.479413236,117.4548736,28.14364641,4.809815951,1.3498233219999998,1.498194946,2.017605634,2.017605634
1.0,1.0,2.0,Boston,3.0,28.0,99.0,Y,42.35593,-71.05794,2110,2154.0,1733.0,1428,143.8,0.2,0.1,11628,1156,997,0.8,6566.0,7087.0,882044.0,125811.0,3578.0,1513.0,2656.0,1502272.0,1.9,861.6,14,1.624883937,192.2857143,56.08333333,4.818181818,1.5,1.5384615380000002,2.142857143,2.142857143
1.0,1.0,2.0,brooklyn,4.0,44.0,85.0,N,40.68685,-73.90748,11233,73194.0,67053.0,61955,172.7,1.3,0.0,54302,32614,40577,0.4,2766.0,2996.0,676489.0,37166.0,2572.0,756.0,1152.0,746172.0,7.7,29277.6,161,0.549908462,66.03797468,39.34482759,4.669064748,1.298136646,1.24516129,1.757763975,1.757763975
1.0,1.0,1.0,Atlanta,2.0,12.0,130.0,Y,33.77983,-84.37549,30308,17280.0,15413.0,11796,98.0,1.6,0.0,10836,10075,7205,1.2,3155.0,2380.0,259718.0,59088.0,1713.0,665.0,1162.0,326958.0,4.6,6912.0,210,3.038194444,141.4285714,36.27329193,4.880794702,1.285714286,1.494680851,1.933333333,1.933333333
1.0,,2.0,New York,4.0,23.0,,Y,40.73131,-73.98261,10009,60656.0,61347.0,58595,160.5,0.6,0.0,98372,27044,33610,0.4,4847.0,1062.0,676711.0,63310.0,2291.0,234.0,1606.0,1153123.0,4.2,24262.4,59,0.2431746239999999,117.362069,75.30357143,4.727272727,1.016949153,1.065217391,1.186440678,1.186440678
1.0,3.0,3.0,Brooklyn,5.0,45.0,150.0,Y,40.65729,-73.99916999999999,11232,29808.0,28265.0,27723,163.9,1.3,0.0,23190,15898,13910,0.5,3177.0,3601.0,643747.0,49767.0,2309.0,668.0,1403.0,517724.0,6.4,11923.2,74,0.620638755,103.880597,25.98245614,4.798076923,1.067567568,1.28358209,1.5,1.5
1.0,1.0,2.0,Tacoma,4.0,85.0,79.0,Y,47.26316,-122.46374,98146,27849.0,25922.0,25574,114.4,4.7,0.7,5988,14103,13746,1.0,3442.0,3576.0,350398.0,62632.0,1857.0,623.0,1077.0,513920.0,5.3,11139.6,129,1.158030809,91.5546875,47.9266055,4.90952381,1.325581395,1.594827586,2.147286822,2.147286822
1.0,1.0,1.0,Berkeley,2.0,347.0,61.0,Y,37.8535,-122.25885,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,1.0,San Carlos,2.0,18.0,145.0,Y,37.51259,-122.27883,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,3.0,3.0,San Diego,6.0,4.0,430.0,Y,32.76956,-117.10822,92116,33392.0,31680.0,33080,136.4,3.5,0.0,9629,17098,16293,0.6,3751.0,2236.0,587807.0,62866.0,2119.0,474.0,1192.0,436070.0,5.1,13356.8,306,2.290967897,111.4238411,43.13122172,4.895522388,1.140983607,1.4397163119999998,1.764705882,1.764705882
1.0,1.0,2.0,Berkeley,2.0,9.0,68.0,Y,37.88418,-122.27303,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,1.0,Philadelphia,2.0,4.0,45.0,Y,39.93558,-75.17808000000001,19146,37767.0,35113.0,35783,107.1,1.7,0.1,22353,17495,20270,0.4,1613.0,903.0,291129.0,54608.0,1803.0,395.0,1039.0,269196.0,6.7,15106.8,296,1.95938253,112.7024221,45.3805668,4.846311475,1.307432432,1.685314685,2.22972973,2.22972973
1.0,1.0,2.0,Miami,2.0,60.0,40.0,Y,25.95704,-80.15656,33141,40307.0,35249.0,36545,111.9,2.3,5.2,17406,21026,19282,0.9,2806.0,2559.0,313216.0,43893.0,2038.0,804.0,1163.0,2404330.0,4.6,16122.8,829,5.141786786,123.4434889,25.91878981,4.756521739,1.507246377,1.754226268,2.530193237,2.530193237
1.0,1.0,2.0,New York,3.0,213.0,85.0,N,40.77804,-73.97776,10023,61172.0,60998.0,62206,160.8,0.5,0.0,124712,27633,33536,0.8,10271.0,7637.0,1079496.0,119854.0,3018.0,1058.0,2332.0,2187908.0,3.3,24468.8,20,0.081736742,121.05,103.1052632,4.763157895,1.0,1.0555555559999998,1.3,1.3
,,,,,,,N,37.90149,-122.27387,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
2.0,2.0,2.0,Berkeley,3.0,8.0,150.0,Y,37.86039,-122.25412,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,,1.0,San Diego,2.0,36.0,75.0,N,32.74472,-117.25423,92107,29712.0,28651.0,27956,140.0,3.1,0.5,9468,14798,14913,0.5,4964.0,2759.0,827547.0,76120.0,2589.0,580.0,1443.0,1074827.0,4.7,11884.8,518,4.358508347,151.2694611,50.85193622,4.852731591,1.328185328,1.795258621,2.478764479,2.478764479
1.0,1.0,1.0,Queens,2.0,4.0,48.0,Y,40.73936,-73.92869,11104,26476.0,27232.0,29506,155.3,0.4,0.0,68032,12939,13536,0.8,4700.0,3196.0,488803.0,59526.0,1992.0,719.0,1496.0,1153123.0,4.7,10590.4,82,0.7742861459999999,74.65,37.21917808,4.833333333,1.097560976,1.164556962,1.548780488,1.548780488
1.0,1.0,1.0,New Orleans,2.0,44.0,55.0,Y,29.97107,-90.10242,70119,37419.0,36228.0,50175,101.4,4.5,0.0,8368,19151,18268,0.6,1778.0,1139.0,244735.0,33708.0,1588.0,442.0,986.0,192284.0,6.8,14967.6,829,5.538630108,109.8454988,49.68790637,4.878179384,1.249698432,1.84828496,2.343787696,2.343787696
2.0,3.0,2.0,Philadelphia,7.0,9.0,99.0,N,39.92832,-75.15892,19148,54642.0,49732.0,48573,105.1,4.2,0.6,12939,27401,27241,0.7,1435.0,1347.0,189572.0,48021.0,1275.0,389.0,1023.0,213936.0,8.7,21856.8,110,0.503275868,118.6448598,48.42857143,4.870786517,1.148148148,1.6018518519999998,2.0,2.0
2.0,3.0,3.0,Washington,8.0,9.0,249.0,Y,38.93007,-77.04281,20009,52246.0,47992.0,46561,123.9,1.3,0.0,39745,27339,24908,0.6,3966.0,4483.0,680818.0,101610.0,2507.0,862.0,1786.0,627371.0,3.8,20898.4,189,0.904375455,112.8359788,70.79190751,4.885964912,1.243386243,1.348993289,1.7936507940000002,1.7936507940000002
1.0,1.0,2.0,Boston,3.0,34.0,100.0,Y,42.27425,-71.13407,2131,32924.0,29826.0,32527,137.0,2.6,0.0,12700,15251,17672,0.7,2929.0,2865.0,432198.0,71503.0,2106.0,620.0,1345.0,185564.0,5.3,13169.6,71,0.539120398,105.5294118,34.98214286,4.896226415,1.3,1.594202899,2.14084507,2.14084507
2.0,3.0,4.0,Homestead,5.0,48.0,110.0,N,25.47165,-80.43078,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
2.0,3.0,4.0,New Orleans,6.0,107.0,250.0,Y,29.92073,-90.09219,70115,34248.0,31695.0,40287,102.1,3.9,0.6,8832,17038,17209,0.9,3992.0,3332.0,423985.0,57779.0,2268.0,695.0,1105.0,433344.0,4.6,13699.2,435,3.175367905,144.1786543,43.69554455,4.893483709,1.35862069,1.904645477,2.524137931,2.524137931
1.0,1.0,2.0,New York,2.0,11.0,50.0,N,40.69211,-73.95496,11205,45460.0,40366.0,35622,165.8,0.9,0.0,47923,20970,24489,0.5,3284.0,3937.0,705901.0,49405.0,2709.0,640.0,1270.0,905707.0,8.3,18184.0,120,0.65992081,109.4695652,51.62385321,4.774509804,1.2,1.256880734,1.575,1.575
1.0,1.0,1.0,Brooklyn,2.0,134.0,129.0,Y,40.6688,-73.97865,11215,70968.0,63488.0,63001,161.1,2.2,0.0,32581,34310,36657,0.4,3763.0,4409.0,1110796.0,112666.0,3087.0,873.0,2067.0,1399549.0,3.7,28387.2,175,0.616475031,128.3103448,51.33783784,4.854609929,1.040229885,1.4223602480000002,1.914285714,1.914285714
1.0,1.0,1.0,San Diego,2.0,17.0,98.0,Y,32.76716,-117.17975,92110,28916.0,25341.0,24149,136.7,4.9,0.1,5949,14053,14862,0.6,3667.0,1980.0,573156.0,63853.0,2169.0,499.0,1462.0,973186.0,4.3,11566.4,268,2.317056301,133.01136359999998,39.0,4.84375,1.275471698,1.504032258,1.843283582,1.843283582
1.0,1.0,1.0,Seattle,2.0,43.0,95.0,Y,47.68649,-122.36846,98117,33150.0,31365.0,29667,116.9,3.9,0.6,8406,16443,16707,0.8,4648.0,4966.0,609006.0,99692.0,2420.0,717.0,1522.0,583000.0,3.3,13260.0,117,0.882352941,95.22222222,61.19626168,4.885,1.217391304,1.446428571,2.05982906,2.05982906
1.0,1.0,2.0,Washington,2.0,19.0,135.0,Y,38.92976,-77.04257,20009,52246.0,47992.0,46561,123.9,1.3,0.0,39745,27339,24908,0.6,3966.0,4483.0,680818.0,101610.0,2507.0,862.0,1786.0,627371.0,3.8,20898.4,189,0.904375455,112.8359788,70.79190751,4.885964912,1.243386243,1.348993289,1.7936507940000002,1.7936507940000002
2.0,3.0,6.0,New Orleans,6.0,35.0,184.0,N,29.95513,-90.10615,70125,16992.0,14479.0,23887,102.6,2.3,0.0,7252,8064,8927,0.8,3109.0,1746.0,318322.0,38122.0,2070.0,573.0,971.0,223889.0,7.1,6796.8,327,4.811087571,117.5603715,39.42605634,4.838709677,1.327217125,2.078431373,2.706422018,2.706422018
1.0,1.0,1.0,New Orleans,2.0,110.0,55.0,Y,30.01449,-90.05901,70122,37303.0,28564.0,46533,98.4,7.1,1.0,5289,17107,20194,0.7,1434.0,1075.0,191570.0,39401.0,1437.0,465.0,957.0,155996.0,9.3,14921.2,494,3.310725679,117.9173554,38.60277136,4.911330049,1.374745418,2.138004246,2.684210526,2.684210526
1.0,1.0,1.0,New York,1.0,46.0,89.0,Y,40.71916,-73.99229,10002,79216.0,81410.0,84870,171.8,0.9,0.0,90078,38185,41030,0.6,4071.0,3677.0,675823.0,37071.0,2282.0,453.0,950.0,730272.0,6.8,31686.4,199,0.6280296910000001,123.5128205,50.10404624,4.721875,1.102040816,1.203296703,1.497487437,1.497487437
1.0,1.0,1.0,Brooklyn,2.0,17.0,64.0,Y,40.67223,-73.95801,11238,54766.0,49262.0,48965,160.6,1.1,0.0,49533,25987,28778,0.4,3596.0,3200.0,845195.0,78900.0,2794.0,690.0,1613.0,940282.0,5.4,21906.4,91,0.415403718,100.3707865,60.625,4.879310345,1.0555555559999998,1.172413793,1.417582418,1.417582418
1.0,1.0,1.0,New York,2.0,65.0,45.0,N,40.66167,-73.92854,11213,66372.0,63767.0,65440,173.7,1.1,0.0,60835,29805,36565,0.5,3246.0,3506.0,729875.0,39114.0,2772.0,788.0,1169.0,908087.0,6.9,26548.8,54,0.2033990239999999,84.11538462,38.84,4.760416667,1.264150943,1.442307692,2.055555556,2.055555556
